gene1	gene2	connection_type	values
OSM	FBP1	common_go_term	GO:0006351(IDA—IMP); GO:0006355(IDA—IMP); GO:0009889(IDA—IMP); GO:0010467(IDA—IMP); GO:0010468(IDA—IMP); GO:0010556(IDA—IDA); GO:0016070(IGI—IMP); GO:0019219(IDA—IMP); GO:0032774(IDA—IMP); GO:0034654(IDA—IDA); GO:0051252(IDA—IMP); GO:0060255(IDA—IDA); GO:0080090(IDA—IMP); GO:0090304(IDA—IDA); GO:0141187(IDA—IMP); GO:2001141(IDA—IDA); GO:0019220(IDA—IMP); GO:0051174(IDA—IMP); GO:0009966(IGI—IDA); GO:0035556(IDA—IDA); GO:1902531(IDA—IMP); GO:0006357(IDA—IMP); GO:0006366(IDA—IMP); GO:0010648(IDA—IDA); GO:0023057(IDA—IMP); GO:0141124(IGI—IMP); GO:0006351(IDA—IDA); GO:0006355(IDA—IMP); GO:0009889(IGI—IDA); GO:0010467(IDA—IMP)
OSM	PRDX3	common_go_term	GO:0006351(IDA—IDA); GO:0006355(IDA—IDA); GO:0009889(IDA—IDA); GO:0010467(IDA—IDA); GO:0010468(IDA—IDA); GO:0010556(IDA—IDA); GO:0016070(IDA—IDA); GO:0019219(IDA—IDA); GO:0032774(IDA—IDA); GO:0034654(IDA—IDA); GO:0051252(IDA—IDA); GO:0060255(IDA—IDA); GO:0080090(IDA—IDA); GO:0090304(IDA—IDA); GO:0141187(IDA—IDA); GO:2001141(IDA—IDA); GO:0019220(IDA—IDA); GO:0051174(IDA—IDA); GO:0016310(IDA—IDA); GO:0008284(IDA—IDA); GO:0042325(IDA—IDA)
OSM	TBC1D16	common_go_term	GO:0060255(IDA—IDA)
OSM	RHOH	common_go_term	GO:0009966(IDA—IDA); GO:0035556(IGI—IDA); GO:1902531(IDA—IDA); GO:0010648(IDA—IDA); GO:0023057(IDA—IDA); GO:0141124(IGI—IDA); GO:0009966(IDA—IDA); GO:0035556(IGI—IDA); GO:1902531(IDA—IDA); GO:0010648(IGI—IDA)
OSM	LGALS9	common_go_term	GO:0006351(IDA—IDA); GO:0006355(IDA—IMP); GO:0009889(IDA—IDA); GO:0010467(IDA—IMP); GO:0010468(IDA—IDA); GO:0010556(IDA—IMP); GO:0016070(IDA—IDA); GO:0019219(IDA—IMP); GO:0032774(IDA—IMP); GO:0034654(IDA—IMP); GO:0051252(IDA—IDA); GO:0060255(IDA—IDA); GO:0080090(IGI—IDA); GO:0090304(IDA—IMP); GO:0141187(IGI—IDA); GO:2001141(IDA—IMP); GO:0007166(IDA—IDA); GO:0009891(IDA—IMP); GO:0009893(IDA—HMP); GO:0009966(IDA—IMP); GO:0010557(IDA—HMP); GO:0010604(IDA—IMP); GO:0035556(IGI—IDA); GO:1902531(IDA—IMP); GO:0009967(IDA—IDA); GO:0010647(IDA—IMP); GO:0023056(IGI—IDA); GO:1902533(IDA—IMP); GO:0000165(IDA—IDA); GO:0043408(IDA—IMP); GO:0043410(IDA—IDA); GO:0141124(IDA—IMP); GO:0001816(IDA—IDA); GO:0001817(IDA—IMP); GO:0001819(IGI—HMP); GO:0010628(IDA—IMP); GO:0008284(IDA—IMP); GO:0031347(IDA—IMP); GO:0031349(IDA—HMP); GO:0032103(IDA—IMP); GO:0032940(IDA—IDA); GO:0048018(IDA—IDA); GO:0051046(IDA—IDA); GO:0051048(IDA—IMP); GO:0051051(IDA—IMP); GO:0071345(IDA—IMP); GO:1903530(IDA—IMP); GO:1903531(IGI—HMP); GO:0006351(IDA—IDA); GO:0006355(IDA—IMP); GO:0009889(IGI—IMP); GO:0010467(IDA—IMP); GO:0010468(IGI—IDA); GO:0010556(IDA—IMP); GO:0016070(IDA—IMP); GO:0019219(IDA—IMP); GO:0032774(IDA—IMP); GO:0034654(IDA—IDA); GO:0051252(IDA—IMP); GO:0060255(IDA—IDA); GO:0080090(IDA—IMP); GO:0090304(IDA—IMP); GO:0141187(IDA—HMP); GO:2001141(IDA—IDA); GO:0007166(IDA—IMP); GO:0009891(IDA—IMP); GO:0009893(IDA—HMP); GO:0009966(IDA—IMP); GO:0010557(IGI—HMP); GO:0010604(IDA—IMP); GO:0035556(IGI—IMP); GO:1902531(IDA—IMP); GO:0009967(IDA—IMP)
OSM	MECP2	common_go_term	GO:0006351(IDA—IDA); GO:0006355(IDA—IDA); GO:0009889(IDA—IDA); GO:0010467(IDA—IMP); GO:0010468(IDA—IDA); GO:0010556(IDA—IMP); GO:0016070(IDA—IDA); GO:0019219(IDA—IMP); GO:0032774(IDA—IDA); GO:0034654(IDA—IMP); GO:0051252(IDA—IDA); GO:0060255(IDA—IDA); GO:0080090(IDA—IDA); GO:0090304(IDA—IDA); GO:0141187(IDA—IDA); GO:2001141(IDA—IDA); GO:0006351(IDA—IMP); GO:0006355(IDA—IDA); GO:0009889(IDA—IDA); GO:0010467(IDA—IDA); GO:0010468(IDA—IDA)
OSM	RNASE6	common_go_term	GO:0035556(IDA—IGI); GO:0035556(IGI—IMP)
OSM	P2RY1	common_go_term	GO:0007166(IDA—IMP)
OSM	YWHAG	common_go_term	GO:0009966(IDA—IDA); GO:0035556(IGI—IDA); GO:1902531(IDA—IDA); GO:0010648(IDA—IDA); GO:0023057(IDA—IDA); GO:0009966(IGI—IDA); GO:0035556(IDA—IDA); GO:1902531(IGI—IDA)
OSM	CRTAP	common_go_term	GO:0060255(IDA—IMP); GO:0080090(IDA—IMP); GO:0036211(IDA—IMP); GO:0051246(IDA—IMP); GO:0031399(IDA—IMP)
OSM	SMAD1	common_go_term	GO:0006351(IDA—IDA); GO:0006355(IDA—IDA); GO:0009889(IDA—IDA); GO:0010467(IDA—IDA); GO:0010468(IDA—IDA); GO:0010556(IDA—IGI); GO:0016070(IDA—IMP); GO:0019219(IDA—IDA); GO:0032774(IDA—IDA); GO:0034654(IDA—IDA); GO:0051252(IDA—IDA); GO:0060255(IDA—IDA); GO:0080090(IDA—IDA); GO:0090304(IDA—IDA); GO:0141187(IDA—IDA); GO:2001141(IDA—IDA); GO:0007166(IDA—IDA); GO:0009891(IDA—IDA); GO:0009893(IGI—IDA); GO:0010557(IDA—IDA); GO:0010604(IDA—IGI); GO:0035556(IDA—IDA); GO:0045893(IDA—IDA); GO:0045935(IDA—IDA); GO:0051254(IDA—IDA); GO:1902680(IDA—IDA); GO:0006357(IDA—IDA); GO:0006366(IDA—IDA); GO:0045944(IGI—IDA); GO:0141124(IDA—IDA); GO:0006351(IDA—IGI); GO:0006355(IDA—IDA); GO:0009889(IDA—IDA); GO:0010467(IDA—IDA)
OSM	SOCS6	common_go_term	GO:0060255(IDA—IDA); GO:0080090(IDA—IDA); GO:0007166(IDA—IDA); GO:0019220(IDA—IDA); GO:0051174(IGI—IDA); GO:0009966(IDA—IDA); GO:0036211(IDA—IDA); GO:0006468(IDA—IDA); GO:0010648(IDA—IDA); GO:0016310(IDA—IDA); GO:0018193(IDA—IDA); GO:0023057(IDA—IDA); GO:0051246(IDA—IDA); GO:0001932(IDA—IDA); GO:0018108(IDA—IDA); GO:0018212(IDA—IDA); GO:0031399(IDA—IDA); GO:0042325(IDA—IDA); GO:0050730(IDA—IDA); GO:0060255(IDA—IDA)
OSM	ZNF692	common_go_term	GO:0006351(IDA—IDA); GO:0006355(IDA—IDA); GO:0009889(IDA—IDA); GO:0010467(IDA—IDA); GO:0010468(IDA—IDA); GO:0010556(IDA—IMP); GO:0016070(IDA—IDA); GO:0019219(IDA—IDA); GO:0032774(IDA—IDA); GO:0034654(IDA—IDA); GO:0051252(IDA—IDA); GO:0060255(IDA—IDA); GO:0080090(IDA—IDA); GO:0090304(IDA—IDA); GO:0141187(IDA—IDA); GO:2001141(IDA—IDA); GO:0006357(IDA—IMP); GO:0006366(IDA—IDA); GO:0006351(IDA—IDA); GO:0006355(IDA—IDA)
OSM	KLF11	common_go_term	GO:0006351(IDA—IDA); GO:0006355(IDA—IDA); GO:0009889(IDA—IDA); GO:0010467(IDA—IDA); GO:0010468(IDA—IDA); GO:0010556(IDA—IDA); GO:0016070(IDA—IDA); GO:0019219(IDA—IDA); GO:0032774(IDA—IDA); GO:0034654(IDA—IDA); GO:0051252(IDA—IDA); GO:0060255(IDA—IDA); GO:0080090(IDA—IDA); GO:0090304(IDA—IDA); GO:0141187(IDA—IDA); GO:2001141(IDA—IDA); GO:0006357(IDA—IDA); GO:0006366(IDA—IDA)
OSM	NAA20	common_go_term	GO:0010467(IDA—IDA); GO:0036211(IDA—IDA); GO:0018193(IDA—IDA)
OSM	PLK3	common_go_term	GO:0006351(IDA—IDA); GO:0006355(IDA—IDA); GO:0009889(IDA—IDA); GO:0010467(IDA—IDA); GO:0010468(IDA—IDA); GO:0010556(IDA—IDA); GO:0016070(IDA—IDA); GO:0019219(IDA—IDA); GO:0032774(IDA—IDA); GO:0034654(IDA—IDA); GO:0051252(IDA—IDA); GO:0060255(IDA—IDA); GO:0080090(IDA—IDA); GO:0090304(IDA—IDA); GO:0141187(IDA—IDA); GO:2001141(IDA—IDA); GO:0009893(IDA—IDA); GO:0010604(IDA—IDA); GO:0006357(IDA—IDA); GO:0006366(IDA—IDA); GO:0051246(IDA—IDA); GO:0051247(IDA—IDA)
OSM	ZNF366	common_go_term	GO:0006351(IDA—IDA); GO:0006355(IDA—IDA); GO:0009889(IDA—IDA); GO:0010467(IDA—IDA); GO:0010468(IDA—IDA); GO:0010556(IDA—IDA); GO:0016070(IGI—IDA); GO:0019219(IDA—IDA); GO:0032774(IDA—IDA); GO:0034654(IDA—IDA); GO:0051252(IDA—IDA); GO:0060255(IDA—IDA); GO:0080090(IDA—IDA); GO:0090304(IDA—IDA); GO:0141187(IDA—IDA); GO:2001141(IDA—IDA); GO:0009966(IDA—IDA); GO:0035556(IGI—IDA); GO:1902531(IDA—IDA); GO:0006357(IDA—IDA); GO:0006366(IDA—IDA); GO:0010648(IDA—IDA); GO:0023057(IDA—IDA); GO:0006351(IDA—IDA); GO:0006355(IGI—IDA); GO:0009889(IDA—IDA)
OSM	GP5	common_go_term	GO:0010467(IDA—IPI)
OSM	NRIP1	common_go_term	GO:0006351(IDA—IDA); GO:0006355(IDA—IDA); GO:0009889(IDA—IDA); GO:0010467(IDA—IDA); GO:0010468(IDA—IDA); GO:0010556(IDA—IMP); GO:0016070(IDA—IDA); GO:0019219(IDA—IDA); GO:0032774(IDA—IDA); GO:0034654(IDA—IMP); GO:0051252(IDA—IDA); GO:0060255(IDA—IMP); GO:0080090(IDA—IDA); GO:0090304(IDA—IMP); GO:0141187(IDA—IDA); GO:2001141(IDA—IDA); GO:0009891(IDA—IDA); GO:0009893(IDA—IDA); GO:0010557(IDA—IDA); GO:0010604(IDA—IDA); GO:0045893(IDA—IDA); GO:0045935(IDA—IDA); GO:0051254(IDA—IDA); GO:1902680(IDA—IDA); GO:0006357(IDA—IDA); GO:0006366(IDA—IDA); GO:0045944(IDA—IMP); GO:0006351(IDA—IDA); GO:0006355(IDA—IDA); GO:0009889(IDA—IDA); GO:0010467(IDA—IDA); GO:0010468(IDA—IDA)
OSM	CSF1R	common_go_term	GO:0009889(IDA—IMP); GO:0010467(IDA—IMP); GO:0010468(IDA—IMP); GO:0010556(IDA—IMP); GO:0060255(IDA—IMP); GO:0080090(IDA—IDA); GO:0007166(IDA—IMP); GO:0019220(IDA—IMP); GO:0051174(IDA—IGI); GO:0009891(IDA—IMP); GO:0009893(IDA—IMP); GO:0010557(IDA—IMP); GO:0010604(IDA—IMP); GO:0036211(IDA—IMP); GO:0006468(IDA—IMP); GO:0016310(IDA—IMP); GO:0018193(IDA—IMP); GO:0051246(IDA—IMP); GO:0001816(IDA—IMP); GO:0001817(IDA—IMP); GO:0001819(IDA—IDA); GO:0010562(IDA—IMP); GO:0010628(IDA—IDA); GO:0045937(IDA—IMP); GO:0001932(IDA—IDA); GO:0001934(IDA—IMP); GO:0008284(IDA—IDA); GO:0018108(IDA—IMP); GO:0018212(IDA—IMP); GO:0019221(IDA—IMP); GO:0031399(IDA—IMP); GO:0031401(IDA—IMP); GO:0032103(IDA—IGI); GO:0042325(IDA—IDA); GO:0042327(IDA—IMP); GO:0050730(IDA—IMP); GO:0050731(IDA—IMP); GO:0051247(IDA—IMP); GO:0071345(IDA—IMP); GO:0009889(IDA—IMP); GO:0010467(IDA—IMP); GO:0010468(IDA—IMP); GO:0010556(IDA—IMP); GO:0060255(IDA—IMP); GO:0080090(IDA—IMP); GO:0007166(IDA—IMP)
OSM	ANXA2	common_go_term	GO:0009889(IDA—IDA); GO:0010467(IDA—IDA); GO:0010468(IDA—IDA); GO:0010556(IDA—IDA); GO:0060255(IDA—IDA); GO:0080090(IDA—IDA); GO:0009891(IDA—IDA); GO:0009893(IDA—IDA); GO:0010557(IDA—IDA); GO:0010604(IDA—IDA); GO:0023056(IGI—IDA); GO:0051246(IDA—IDA); GO:0010628(IDA—IDA); GO:0051051(IDA—IDA); GO:0051247(IDA—IDA); GO:0009889(IDA—IDA)
OSM	GAS6	common_go_term	GO:0006351(IDA—IDA); GO:0006355(IDA—IDA); GO:0009889(IDA—IDA); GO:0010467(IDA—IDA); GO:0010468(IDA—IDA); GO:0010556(IDA—IDA); GO:0016070(IDA—IDA); GO:0019219(IDA—IDA); GO:0032774(IDA—IDA); GO:0034654(IDA—IMP); GO:0051252(IDA—IDA); GO:0060255(IDA—IDA); GO:0080090(IDA—IDA); GO:0090304(IDA—IDA); GO:0141187(IGI—IDA); GO:2001141(IDA—IMP); GO:0007166(IGI—IDA); GO:0019220(IDA—IMP); GO:0051174(IDA—IDA); GO:0009891(IDA—IDA); GO:0009893(IDA—IDA); GO:0009966(IDA—IDA); GO:0010557(IDA—IDA); GO:0010604(IDA—IDA); GO:0035556(IDA—IDA); GO:0036211(IGI—IDA); GO:1902531(IDA—IMP); GO:0009967(IDA—IDA); GO:0010647(IDA—IDA); GO:0023056(IDA—IDA); GO:1902533(IDA—IDA); GO:0000165(IDA—IDA); GO:0006468(IDA—IDA); GO:0010648(IGI—IMP); GO:0016310(IDA—IDA); GO:0023057(IDA—IMP); GO:0043408(IDA—IDA); GO:0043410(IDA—IDA); GO:0051246(IDA—IDA); GO:0141124(IDA—IDA); GO:0001816(IDA—IDA); GO:0001817(IGI—IDA); GO:0010562(IDA—IDA); GO:0010628(IDA—IDA); GO:0045937(IDA—IDA); GO:0001932(IDA—IDA); GO:0001934(IDA—IDA); GO:0008284(IGI—IDA); GO:0019221(IDA—IDA); GO:0031399(IDA—IDA); GO:0031401(IDA—IDA); GO:0032103(IDA—IDA); GO:0042325(IDA—IDA); GO:0042327(IDA—IDA); GO:0043491(IGI—IDA); GO:0048018(IGI—IDA); GO:0051247(IDA—IDA); GO:0051896(IDA—IDA); GO:0051897(IDA—IDA); GO:0071345(IDA—IMP); GO:0006351(IDA—IDA); GO:0006355(IGI—IDA); GO:0009889(IDA—IDA); GO:0010467(IDA—IDA); GO:0010468(IGI—IDA); GO:0010556(IDA—IDA); GO:0016070(IGI—IDA); GO:0019219(IDA—IDA)
OSM	TSPYL2	common_go_term	GO:0019219(IDA—IDA); GO:0060255(IDA—IDA); GO:0080090(IDA—IDA); GO:0090304(IDA—IDA); GO:0019220(IDA—IDA); GO:0051174(IDA—IDA); GO:0036211(IDA—IDA); GO:0006468(IDA—IDA); GO:0016310(IDA—IDA); GO:0051246(IDA—IDA); GO:0001932(IDA—IDA); GO:0031399(IDA—IDA); GO:0042325(IDA—IDA)
OSM	CYP4F2	common_go_term	GO:0051046(IDA—IMP); GO:0051048(IDA—IMP); GO:0051051(IDA—IMP)
OSM	LILRB4	common_go_term	GO:0006351(IDA—IMP); GO:0006355(IDA—IDA); GO:0009889(IDA—IMP); GO:0010467(IDA—IDA); GO:0010468(IDA—IMP); GO:0010556(IDA—IDA); GO:0016070(IDA—IDA); GO:0019219(IDA—IDA); GO:0032774(IGI—IEP); GO:0034654(IDA—IMP); GO:0051252(IDA—IDA); GO:0060255(IDA—IMP); GO:0080090(IDA—IDA); GO:0090304(IDA—IMP); GO:0141187(IDA—IDA); GO:2001141(IDA—IMP); GO:0007166(IDA—IDA); GO:0009966(IDA—IMP); GO:0035556(IDA—IDA); GO:1902531(IDA—IMP); GO:0000165(IGI—IDA); GO:0010648(IDA—IMP); GO:0023057(IDA—IDA); GO:0043408(IDA—IDA); GO:0141124(IDA—IEP); GO:0001816(IDA—IDA); GO:0001817(IDA—IMP); GO:0019221(IDA—IDA); GO:0071345(IGI—IDA); GO:0006351(IDA—IDA); GO:0006355(IDA—IMP); GO:0009889(IGI—IMP); GO:0010467(IDA—IDA); GO:0010468(IDA—IDA); GO:0010556(IDA—IMP); GO:0016070(IDA—IEP); GO:0019219(IDA—IDA); GO:0032774(IDA—IDA); GO:0034654(IDA—IMP); GO:0051252(IDA—IDA); GO:0060255(IDA—IDA); GO:0080090(IGI—IMP); GO:0090304(IDA—IDA)
OSM	MITF	common_go_term	GO:0006351(IDA—IDA); GO:0006355(IDA—IMP); GO:0009889(IDA—IDA); GO:0010467(IDA—IMP); GO:0010468(IDA—IDA); GO:0010556(IDA—IMP); GO:0016070(IDA—IDA); GO:0019219(IDA—IMP); GO:0032774(IDA—IDA); GO:0034654(IDA—IMP); GO:0051252(IDA—IDA); GO:0060255(IDA—IMP); GO:0080090(IDA—IDA); GO:0090304(IDA—IMP); GO:0141187(IDA—IDA); GO:2001141(IDA—IMP); GO:0009891(IDA—IDA); GO:0009893(IDA—IMP); GO:0010557(IDA—IDA); GO:0010604(IDA—IMP); GO:0045893(IDA—IDA); GO:0045935(IDA—IMP); GO:0051254(IDA—IDA); GO:1902680(IDA—IMP); GO:0006357(IDA—IDA); GO:0006366(IDA—IMP); GO:0045944(IDA—IDA); GO:0010628(IDA—IMP); GO:0006351(IDA—IDA); GO:0006355(IDA—IMP); GO:0009889(IDA—IDA); GO:0010467(IDA—IMP); GO:0010468(IDA—IDA); GO:0010556(IDA—IMP); GO:0016070(IDA—IDA); GO:0019219(IDA—IMP); GO:0032774(IDA—IDA); GO:0034654(IDA—IMP); GO:0051252(IDA—IDA); GO:0060255(IDA—IMP); GO:0080090(IDA—IDA); GO:0090304(IDA—IMP); GO:0141187(IDA—IDA); GO:2001141(IDA—IMP); GO:0009891(IDA—IDA); GO:0009893(IDA—IMP); GO:0010557(IDA—IDA); GO:0010604(IDA—IMP); GO:0045893(IDA—IDA); GO:0045935(IDA—IMP); GO:0051254(IDA—IDA); GO:1902680(IDA—IMP); GO:0006357(IDA—IDA); GO:0006366(IDA—IMP); GO:0045944(IDA—IDA); GO:0010628(IDA—IMP)
OSM	GCNT1	common_go_term	GO:0036211(IDA—IDA)
OSM	PLXNB2	common_go_term	GO:0009889(IDA—IMP); GO:0010467(IDA—IMP); GO:0010468(IDA—IMP); GO:0010556(IDA—IMP); GO:0060255(IDA—IMP); GO:0080090(IDA—IMP); GO:0009891(IDA—IMP); GO:0009893(IDA—IMP); GO:0010557(IDA—IMP); GO:0010604(IDA—IMP); GO:0051246(IDA—IMP); GO:0010628(IDA—IMP); GO:0051247(IDA—IMP)
OSM	TLR7	common_go_term	GO:0009889(IDA—IDA); GO:0010467(IDA—IMP); GO:0010468(IDA—IDA); GO:0010556(IDA—IMP); GO:0060255(IDA—IDA); GO:0009891(IDA—IMP); GO:0009893(IDA—IDA); GO:0009966(IGI—IMP); GO:0010557(IDA—IDA); GO:0010604(IGI—IMP); GO:0035556(IDA—IDA); GO:1902531(IDA—IMP); GO:0009967(IDA—IDA); GO:0010647(IDA—IDA); GO:0023056(IDA—IDA); GO:1902533(IDA—IMP); GO:0141124(IDA—IDA); GO:0001816(IGI—IMP); GO:0001817(IDA—IDA); GO:0001819(IGI—IMP); GO:0010628(IDA—IDA); GO:0031347(IDA—IMP); GO:0031349(IDA—IDA); GO:0032103(IDA—IMP); GO:0050727(IGI—IDA); GO:0050729(IDA—IMP); GO:0009889(IDA—IDA); GO:0010467(IDA—IDA); GO:0010468(IDA—IDA); GO:0010556(IGI—IDA); GO:0060255(IDA—IDA); GO:0009891(IGI—IDA); GO:0009893(IDA—IMP); GO:0009966(IGI—IDA); GO:0010557(IDA—IDA); GO:0010604(IDA—IDA); GO:0035556(IDA—IMP); GO:1902531(IDA—IDA); GO:0009967(IDA—IMP); GO:0010647(IDA—IDA); GO:0023056(IDA—IDA)
OSM	S100A10	common_go_term	GO:0009889(IDA—IDA); GO:0010467(IDA—IDA); GO:0010468(IDA—IDA); GO:0010556(IDA—IDA); GO:0060255(IDA—IDA); GO:0080090(IDA—IDA); GO:0009891(IDA—IDA); GO:0009893(IDA—IDA); GO:0010557(IDA—IDA); GO:0010604(IDA—IDA); GO:0051246(IDA—IDA); GO:0010628(IDA—IDA); GO:0051247(IDA—IDA)
OSM	GLMP	common_go_term	GO:0006351(IDA—IMP); GO:0006355(IDA—IMP); GO:0009889(IDA—IMP); GO:0010467(IDA—IMP); GO:0010468(IDA—IMP); GO:0010556(IDA—IMP); GO:0016070(IDA—IMP); GO:0019219(IDA—IMP); GO:0032774(IDA—IMP); GO:0034654(IDA—IMP); GO:0051252(IDA—IMP); GO:0060255(IDA—IMP); GO:0080090(IDA—IMP); GO:0090304(IDA—IMP); GO:0141187(IDA—IMP); GO:2001141(IDA—IMP); GO:0009891(IDA—IMP); GO:0009893(IDA—IMP); GO:0010557(IDA—IMP); GO:0010604(IDA—IMP); GO:0045893(IDA—IMP); GO:0045935(IDA—IMP); GO:0051254(IDA—IMP); GO:1902680(IDA—IMP); GO:0006357(IDA—IMP); GO:0006366(IDA—IMP); GO:0045944(IDA—IMP)
OSM	TGM2	common_go_term	GO:0010467(IDA—IDA); GO:0036211(IDA—IDA); GO:0023061(IDA—IDA); GO:0032940(IDA—IDA)
OSM	OPN3	common_go_term	GO:0009889(IDA—IMP); GO:0009891(IDA—IMP); GO:0009893(IDA—IMP); GO:0036211(IDA—IDA); GO:0009889(IDA—IMP)
OSM	MAFB	common_go_term	GO:0006351(IDA—IMP); GO:0006355(IDA—IMP); GO:0009889(IDA—IMP); GO:0010467(IDA—IMP); GO:0010468(IDA—IMP); GO:0010556(IDA—IMP); GO:0016070(IDA—IMP); GO:0019219(IDA—IMP); GO:0032774(IDA—IMP); GO:0034654(IDA—IMP); GO:0051252(IDA—IMP); GO:0060255(IDA—IMP); GO:0080090(IDA—IMP); GO:0090304(IDA—IMP); GO:0141187(IDA—IMP); GO:2001141(IDA—IMP)
OSM	SLC35F6	common_go_term	GO:0009966(IDA—IMP); GO:0010648(IDA—IMP); GO:0023057(IGI—IMP); GO:0008284(IDA—IMP); GO:0009966(IDA—IMP)
OSM	ANG	common_go_term	GO:0006351(IDA—IDA); GO:0009889(IDA—IMP); GO:0010467(IDA—IDA); GO:0010468(IDA—IDA); GO:0010556(IDA—IDA); GO:0016070(IDA—IDA); GO:0032774(IDA—IMP); GO:0034654(IDA—IDA); GO:0060255(IDA—IDA); GO:0080090(IDA—IDA); GO:0090304(IDA—IDA); GO:0141187(IDA—IMP); GO:0019220(IDA—IDA); GO:0051174(IDA—IDA); GO:0009893(IDA—IDA); GO:0016310(IDA—IMP); GO:0051246(IDA—IDA); GO:0010562(IDA—IDA); GO:0045937(IDA—IMP); GO:0008284(IDA—IDA); GO:0032940(IDA—IDA); GO:0042325(IDA—IDA); GO:0042327(IDA—IDA); GO:0048018(IDA—IDA); GO:0051046(IDA—IDA); GO:1903530(IDA—IDA); GO:0006351(IDA—IDA); GO:0009889(IDA—IDA); GO:0010467(IDA—IDA); GO:0010468(IDA—IMP); GO:0010556(IDA—IDA); GO:0016070(IDA—IMP); GO:0032774(IDA—IDA)
OSM	PHF1	common_go_term	GO:0006351(IDA—IDA); GO:0006355(IDA—IDA); GO:0009889(IDA—IDA); GO:0010467(IDA—IMP); GO:0010468(IDA—IDA); GO:0010556(IDA—IMP); GO:0016070(IDA—IDA); GO:0019219(IDA—IMP); GO:0032774(IDA—IDA); GO:0034654(IDA—IMP); GO:0051252(IDA—IDA); GO:0060255(IDA—IMP); GO:0080090(IDA—IDA); GO:0090304(IDA—IMP); GO:0141187(IDA—IDA); GO:2001141(IDA—IMP); GO:0009891(IDA—IDA); GO:0009893(IDA—IMP); GO:0010557(IDA—IMP); GO:0010604(IDA—IDA); GO:0036211(IDA—IDA); GO:0045893(IDA—IDA); GO:0045935(IDA—IDA); GO:0051254(IDA—IDA); GO:1902680(IDA—IDA); GO:0010628(IDA—IDA); GO:0006351(IDA—IDA); GO:0006355(IDA—IDA); GO:0009889(IDA—IDA); GO:0010467(IDA—IMP); GO:0010468(IDA—IDA); GO:0010556(IDA—IDA); GO:0016070(IDA—IDA); GO:0019219(IDA—IDA); GO:0032774(IDA—IDA)
OSM	NFE4	common_go_term	GO:0006351(IDA—IDA); GO:0006355(IDA—IMP); GO:0009889(IDA—IDA); GO:0010467(IDA—IMP); GO:0010468(IDA—IDA); GO:0010556(IDA—IMP); GO:0016070(IDA—IDA); GO:0019219(IDA—IMP); GO:0032774(IDA—IDA); GO:0034654(IDA—IMP); GO:0051252(IDA—IDA); GO:0060255(IDA—IMP); GO:0080090(IDA—IDA); GO:0090304(IDA—IMP); GO:0141187(IDA—IDA); GO:2001141(IDA—IMP); GO:0009891(IDA—IDA); GO:0009893(IDA—IMP); GO:0010557(IDA—IDA); GO:0010604(IDA—IMP); GO:0045893(IDA—IDA); GO:0045935(IDA—IMP); GO:0051254(IDA—IDA); GO:1902680(IDA—IMP); GO:0006357(IDA—IDA); GO:0006366(IDA—IMP); GO:0045944(IDA—IDA); GO:0006351(IDA—IMP); GO:0006355(IDA—IDA); GO:0009889(IDA—IMP); GO:0010467(IDA—IDA); GO:0010468(IDA—IMP); GO:0010556(IDA—IDA); GO:0016070(IDA—IMP); GO:0019219(IDA—IDA); GO:0032774(IDA—IMP); GO:0034654(IDA—IDA); GO:0051252(IDA—IMP); GO:0060255(IDA—IDA); GO:0080090(IDA—IMP); GO:0090304(IDA—IDA); GO:0141187(IDA—IMP); GO:2001141(IDA—IDA); GO:0009891(IDA—IMP); GO:0009893(IDA—IDA); GO:0010557(IDA—IMP); GO:0010604(IDA—IDA); GO:0045893(IDA—IMP); GO:0045935(IDA—IDA); GO:0051254(IDA—IMP); GO:1902680(IDA—IDA); GO:0006357(IDA—IMP); GO:0006366(IDA—IDA); GO:0045944(IDA—IMP)
OSM	PHF1	common_go_term	GO:0006351(IDA—IDA); GO:0006355(IDA—IDA); GO:0009889(IDA—IDA); GO:0010467(IDA—IMP); GO:0010468(IDA—IDA); GO:0010556(IDA—IMP); GO:0016070(IDA—IDA); GO:0019219(IDA—IMP); GO:0032774(IDA—IDA); GO:0034654(IDA—IMP); GO:0051252(IDA—IDA); GO:0060255(IDA—IMP); GO:0080090(IDA—IDA); GO:0090304(IDA—IMP); GO:0141187(IDA—IDA); GO:2001141(IDA—IMP); GO:0009891(IDA—IDA); GO:0009893(IDA—IMP); GO:0010557(IDA—IMP); GO:0010604(IDA—IDA); GO:0036211(IDA—IDA); GO:0045893(IDA—IDA); GO:0045935(IDA—IDA); GO:0051254(IDA—IDA); GO:1902680(IDA—IDA); GO:0010628(IDA—IDA); GO:0006351(IDA—IDA); GO:0006355(IDA—IDA); GO:0009889(IDA—IDA); GO:0010467(IDA—IMP); GO:0010468(IDA—IDA); GO:0010556(IDA—IDA); GO:0016070(IDA—IDA); GO:0019219(IDA—IDA); GO:0032774(IDA—IDA)
